"Data Provider","The Paleobiology Database"
"Data Source","The Paleobiology Database"
"Data License","Creative Commons CC-BY"
"License URL","http://creativecommons.org/licenses/by/4.0/"
"Documentation URL","http://paleobiodb.org/data1.2/occs/list_doc.html"
"Data URL","http://paleobiodb.org/data1.2/occs/list.csv?datainfo&rowcount&base_name=Crinoidea&show=loc,paleoloc"
"Access Time","Sun 2017-10-22 23:02:44 GMT"
"Title","PBDB Data Service"
"Parameters:"
"","base_name","Crinoidea"
"","timerule","major"
"","taxon_status","all"
"","show","loc,paleoloc"
"Elapsed Time","0.712"
"Records Found","11872"
"Records Returned","11872"
"Records:"
"occurrence_no","record_type","reid_no","flags","collection_no","identified_name","identified_rank","identified_no","difference","accepted_name","accepted_rank","accepted_no","early_interval","late_interval","max_ma","min_ma","reference_no","cc","state","county","latlng_basis","latlng_precision","geogscale","geogcomments","paleomodel","paleolng","paleolat","geoplate"
"231470","occ","","","23481","Abludoglyptocrinus spp.","genus","31684","","Abludoglyptocrinus","genus","31684","Shermanian","","460.9","449.5","6707","US","Illinois, Iowa","","estimated from map","degrees","basin","None in reference.","gp_mid","-115.28","-11.71","101"
"231472","occ","","","23481","Calceocrinus gossmani","species","31891","species not entered","Calceocrinus","genus","31891","Shermanian","","460.9","449.5","6707","US","Illinois, Iowa","","estimated from map","degrees","basin","None in reference.","gp_mid","-115.28","-11.71","101"
"231473","occ","","","23481","Carabocrinus radiatus","species","345943","","Carabocrinus radiatus","species","345943","Shermanian","","460.9","449.5","6707","US","Illinois, Iowa","","estimated from map","degrees","basin","None in reference.","gp_mid","-115.28","-11.71","101"
"231474","occ","","","23481","Carabocrinus spp.","genus","32093","","Carabocrinus","genus","32093","Shermanian","","460.9","449.5","6707","US","Illinois, Iowa","","estimated from map","degrees","basin","None in reference.","gp_mid","-115.28","-11.71","101"
"231476","occ","","","23481","Cremacrinus aff. arctus","species","31906","species not entered","Cremacrinus","genus","31906","Shermanian","","460.9","449.5","6707","US","Illinois, Iowa","","estimated from map","degrees","basin","None in reference.","gp_mid","-115.28","-11.71","101"
"231477","occ","","","23481","Cremacrinus crossmani","species","31906","species not entered","Cremacrinus","genus","31906","Shermanian","","460.9","449.5","6707","US","Illinois, Iowa","","estimated from map","degrees","basin","None in reference.","gp_mid","-115.28","-11.71","101"
"231478","occ","","","23481","Cremacrinus gerki","species","31906","species not entered","Cremacrinus","genus","31906","Shermanian","","460.9","449.5","6707","US","Illinois, Iowa","","estimated from map","degrees","basin","None in reference.","gp_mid","-115.28","-11.71","101"
"231479","occ","","","23481","Cremacrinus guttenbergensis","species","31906","species not entered","Cremacrinus","genus","31906","Shermanian","","460.9","449.5","6707","US","Illinois, Iowa","","estimated from map","degrees","basin","None in reference.","gp_mid","-115.28","-11.71","101"
"231480","occ","","","23481","Cupulocrinus aff. conjugans","species","32124","species not entered","Cupulocrinus","genus","32124","Shermanian","","460.9","449.5","6707","US","Illinois, Iowa","","estimated from map","degrees","basin","None in reference.","gp_mid","-115.28","-11.71","101"
"231481","occ","","","23481","Cupulocrinus aff. gracilis","species","32124","species not entered","Cupulocrinus","genus","32124","Shermanian","","460.9","449.5","6707","US","Illinois, Iowa","","estimated from map","degrees","basin","None in reference.","gp_mid","-115.28","-11.71","101"
"231482","occ","","","23481","Dendrocrinus aff. acutidactylus","species","32134","species not entered","Dendrocrinus","genus","32134","Shermanian","","460.9","449.5","6707","US","Illinois, Iowa","","estimated from map","degrees","basin","None in reference.","gp_mid","-115.28","-11.71","101"
"231483","occ","","","23481","Ectenocrinus simplex","species","328735","","Ectenocrinus simplex","species","328735","Shermanian","","460.9","449.5","6707","US","Illinois, Iowa","","estimated from map","degrees","basin","None in reference.","gp_mid","-115.28","-11.71","101"
"231484","occ","","","23481","Glyptocrinus sp.","genus","31771","","Glyptocrinus","genus","31771","Shermanian","","460.9","449.5","6707","US","Illinois, Iowa","","estimated from map","degrees","basin","None in reference.","gp_mid","-115.28","-11.71","101"
"231485","occ","","","23481","Glyptocrinus aff. ornatus","species","344837","","Glyptocrinus ornatus","species","344837","Shermanian","","460.9","449.5","6707","US","Illinois, Iowa","","estimated from map","degrees","basin","None in reference.","gp_mid","-115.28","-11.71","101"
"231486","occ","","","23481","Glyptocrinus aff. pustulosis","species","31771","species not entered","Glyptocrinus","genus","31771","Shermanian","","460.9","449.5","6707","US","Illinois, Iowa","","estimated from map","degrees","basin","None in reference.","gp_mid","-115.28","-11.71","101"
"231487","occ","","","23481","Hybocrinus conicus","species","345942","","Hybocrinus conicus","species","345942","Shermanian","","460.9","449.5","6707","US","Illinois, Iowa","","estimated from map","degrees","basin","None in reference.","gp_mid","-115.28","-11.71","101"
"231488","occ","","","23481","Ptychocrinus sp.","genus","31655","","Ptychocrinus","genus","31655","Shermanian","","460.9","449.5","6707","US","Illinois, Iowa","","estimated from map","degrees","basin","None in reference.","gp_mid","-115.28","-11.71","101"
"231489","occ","","","23481","Pycnocrinus sp.","genus","31840","","Pycnocrinus","genus","31840","Shermanian","","460.9","449.5","6707","US","Illinois, Iowa","","estimated from map","degrees","basin","None in reference.","gp_mid","-115.28","-11.71","101"
"231490","occ","","","23481","Quienquecaudex springeri","species","255667","","Quienquecaudex springeri","species","255666","Shermanian","","460.9","449.5","6707","US","Illinois, Iowa","","estimated from map","degrees","basin","None in reference.","gp_mid","-115.28","-11.71","101"
"231491","occ","","","23481","Rhaphanocrinus aff. buckleyi","species","31659","species not entered","Rhaphanocrinus","genus","31659","Shermanian","","460.9","449.5","6707","US","Illinois, Iowa","","estimated from map","degrees","basin","None in reference.","gp_mid","-115.28","-11.71","101"
"231492","occ","","","23481","aff. Trichinocrinus spp.","genus","31672","","Trichinocrinus","genus","31672","Shermanian","","460.9","449.5","6707","US","Illinois, Iowa","","estimated from map","degrees","basin","None in reference.","gp_mid","-115.28","-11.71","101"
"231532","occ","","","23486","Cremacrinus gerki","species","31906","species not entered","Cremacrinus","genus","31906","Shermanian","","460.9","449.5","6707","US","Illinois, Iowa","","estimated from map","degrees","basin","None in reference.","gp_mid","-115.28","-11.71","101"
"231533","occ","","","23486","Cremacrinus guttenbergensis","species","31906","species not entered","Cremacrinus","genus","31906","Shermanian","","460.9","449.5","6707","US","Illinois, Iowa","","estimated from map","degrees","basin","None in reference.","gp_mid","-115.28","-11.71","101"
"231534","occ","","","23486","Cremacrinus aff. punctatus","species","31906","species not entered","Cremacrinus","genus","31906","Shermanian","","460.9","449.5","6707","US","Illinois, Iowa","","estimated from map","degrees","basin","None in reference.","gp_mid","-115.28","-11.71","101"
"231535","occ","","","23486","Cupulocrinus aff. conjugans","species","32124","species not entered","Cupulocrinus","genus","32124","Shermanian","","460.9","449.5","6707","US","Illinois, Iowa","","estimated from map","degrees","basin","None in reference.","gp_mid","-115.28","-11.71","101"
"231536","occ","","","23486","Cupulocrinus aff. gracilis","species","32124","species not entered","Cupulocrinus","genus","32124","Shermanian","","460.9","449.5","6707","US","Illinois, Iowa","","estimated from map","degrees","basin","None in reference.","gp_mid","-115.28","-11.71","101"
"231537","occ","","","23486","Glyptocrinus sp.","genus","31771","","Glyptocrinus","genus","31771","Shermanian","","460.9","449.5","6707","US","Illinois, Iowa","","estimated from map","degrees","basin","None in reference.","gp_mid","-115.28","-11.71","101"
"231538","occ","","","23486","Glyptocrinus aff. ornatus","species","344837","","Glyptocrinus ornatus","species","344837","Shermanian","","460.9","449.5","6707","US","Illinois, Iowa","","estimated from map","degrees","basin","None in reference.","gp_mid","-115.28","-11.71","101"
"231539","occ","","","23486","Glyptocrinus aff. pustulosis","species","31771","species not entered","Glyptocrinus","genus","31771","Shermanian","","460.9","449.5","6707","US","Illinois, Iowa","","estimated from map","degrees","basin","None in reference.","gp_mid","-115.28","-11.71","101"
"231540","occ","","","23486","Hybocrinus conicus","species","345942","","Hybocrinus conicus","species","345942","Shermanian","","460.9","449.5","6707","US","Illinois, Iowa","","estimated from map","degrees","basin","None in reference.","gp_mid","-115.28","-11.71","101"
"231542","occ","","","23486","Ptychocrinus sp.","genus","31655","","Ptychocrinus","genus","31655","Shermanian","","460.9","449.5","6707","US","Illinois, Iowa","","estimated from map","degrees","basin","None in reference.","gp_mid","-115.28","-11.71","101"
"231543","occ","","","23486","Pycnocrinus sp.","genus","31840","","Pycnocrinus","genus","31840","Shermanian","","460.9","449.5","6707","US","Illinois, Iowa","","estimated from map","degrees","basin","None in reference.","gp_mid","-115.28","-11.71","101"
"231544","occ","","","23486","Quienquecaudex springeri","species","255667","","Quienquecaudex springeri","species","255666","Shermanian","","460.9","449.5","6707","US","Illinois, Iowa","","estimated from map","degrees","basin","None in reference.","gp_mid","-115.28","-11.71","101"
"231598","occ","","","23490","Carabocrinus radiatus","species","345943","","Carabocrinus radiatus","species","345943","Edenian","","460.9","449.5","6707","US","Illinois, Iowa","","estimated from map","degrees","basin","None in reference.","gp_mid","-115.28","-11.71","101"
"231599","occ","","","23490","Carabocrinus sp.","genus","32093","","Carabocrinus","genus","32093","Edenian","","460.9","449.5","6707","US","Illinois, Iowa","","estimated from map","degrees","basin","None in reference.","gp_mid","-115.28","-11.71","101"
"231600","occ","","","23490","Cremacrinus aff. punctatus","species","31906","species not entered","Cremacrinus","genus","31906","Edenian","","460.9","449.5","6707","US","Illinois, Iowa","","estimated from map","degrees","basin","None in reference.","gp_mid","-115.28","-11.71","101"
"231601","occ","","","23490","Cupulocrinus aff. conjugans","species","32124","species not entered","Cupulocrinus","genus","32124","Edenian","","460.9","449.5","6707","US","Illinois, Iowa","","estimated from map","degrees","basin","None in reference.","gp_mid","-115.28","-11.71","101"
"231602","occ","","","23490","Cupulocrinus sp.","genus","32124","","Cupulocrinus","genus","32124","Edenian","","460.9","449.5","6707","US","Illinois, Iowa","","estimated from map","degrees","basin","None in reference.","gp_mid","-115.28","-11.71","101"
"231603","occ","","","23490","Ectenocrinus simplex","species","328735","","Ectenocrinus simplex","species","328735","Edenian","","460.9","449.5","6707","US","Illinois, Iowa","","estimated from map","degrees","basin","None in reference.","gp_mid","-115.28","-11.71","101"
"231604","occ","","","23490","Merocrinus sp.","genus","32248","","Merocrinus","genus","32248","Edenian","","460.9","449.5","6707","US","Illinois, Iowa","","estimated from map","degrees","basin","None in reference.","gp_mid","-115.28","-11.71","101"
"231605","occ","","","23490","Porocrinus pentagonius","species","32340","species not entered","Porocrinus","genus","32340","Edenian","","460.9","449.5","6707","US","Illinois, Iowa","","estimated from map","degrees","basin","None in reference.","gp_mid","-115.28","-11.71","101"
"231606","occ","","","23490","Porocrinus sp.","genus","32340","","Porocrinus","genus","32340","Edenian","","460.9","449.5","6707","US","Illinois, Iowa","","estimated from map","degrees","basin","None in reference.","gp_mid","-115.28","-11.71","101"
"231607","occ","","","23490","Quienquecaudex springeri","species","255667","","Quienquecaudex springeri","species","255666","Edenian","","460.9","449.5","6707","US","Illinois, Iowa","","estimated from map","degrees","basin","None in reference.","gp_mid","-115.28","-11.71","101"
"231618","occ","","","23490","Rhaphanocrinus sp.","genus","31659","","Rhaphanocrinus","genus","31659","Edenian","","460.9","449.5","6707","US","Illinois, Iowa","","estimated from map","degrees","basin","None in reference.","gp_mid","-115.28","-11.71","101"
"231635","occ","","","23492","Carabocrinus radiatus","species","345943","","Carabocrinus radiatus","species","345943","Edenian","","460.9","449.5","6707","US","Illinois, Iowa","","estimated from map","degrees","basin","None in reference.","gp_mid","-115.28","-11.71","101"
"231636","occ","","","23492","Carabocrinus sp.","genus","32093","","Carabocrinus","genus","32093","Edenian","","460.9","449.5","6707","US","Illinois, Iowa","","estimated from map","degrees","basin","None in reference.","gp_mid","-115.28","-11.71","101"
"231637","occ","","","23492","Cremacrinus aff. punctatus","species","31906","species not entered","Cremacrinus","genus","31906","Edenian","","460.9","449.5","6707","US","Illinois, Iowa","","estimated from map","degrees","basin","None in reference.","gp_mid","-115.28","-11.71","101"
"231638","occ","","","23492","Cupulocrinus aff. conjugans","species","32124","species not entered","Cupulocrinus","genus","32124","Edenian","","460.9","449.5","6707","US","Illinois, Iowa","","estimated from map","degrees","basin","None in reference.","gp_mid","-115.28","-11.71","101"
"231639","occ","","","23492","Cupulocrinus sp.","genus","32124","","Cupulocrinus","genus","32124","Edenian","","460.9","449.5","6707","US","Illinois, Iowa","","estimated from map","degrees","basin","None in reference.","gp_mid","-115.28","-11.71","101"
"231640","occ","","","23492","Ectenocrinus simplex","species","328735","","Ectenocrinus simplex","species","328735","Edenian","","460.9","449.5","6707","US","Illinois, Iowa","","estimated from map","degrees","basin","None in reference.","gp_mid","-115.28","-11.71","101"
